,people_count,largeroom_temp,smallroom_temp,bathroom_temp,largeroom_hum,smallroom_hum,bathroom_hum,largeroom_presence,smallroom_presence,bathroom_presence
0,4.0,24.13625954198476,26.465049413849513,28.793839285714267,30.697290076335886,27.02145753816793,23.345624999999973,0.05413934874219579,0.07593290753697868,0.0754331039477905
1,4.0,23.410125000000015,24.413761686991883,25.41739837398375,36.741249999999994,41.03115345528455,45.321056910569105,0.0587622259823509,0.06892887996482462,0.11078211180266109
2,4.0,22.7351595744681,23.903818525972788,25.072477477477477,43.889095744680866,41.893354178646746,39.89761261261263,0.037493993458376125,0.049832127448451176,0.0943054704900908
3,4.0,22.375888324873106,24.692477495769893,27.00906666666668,31.248984771573596,30.536603496897914,29.824222222222232,0.04240370608126666,0.0651896103306638,0.08411951905628838
4,4.0,21.643841059602664,22.538856945986318,23.433872832369975,33.327152317880795,37.0385761589404,40.75000000000001,0.059962272778928453,0.05199285949192936,0.0706694965599904
5,0.0,16.349663865546223,18.07663017838714,19.803596491228063,39.95865546218485,38.291432994250314,36.624210526315785,0.004021937843172547,0.003810547586725141,0.006230642448031089
6,0.0,13.22461538461539,14.565720390720394,15.906825396825395,43.51638461538458,41.55295421245421,39.58952380952384,0.0,0.0,0.0
7,0.0,11.572477876106202,12.596778153739372,13.621078431372542,43.835132743362834,42.22237029325005,40.60960784313727,0.0004551253468108054,0.0004407220915940196,0.00014432314832575917
8,0.0,11.5062,11.918390697674422,12.330581395348844,45.37820000000001,52.6270069767442,59.87581395348839,0.0009984265209417162,0.0005371149204819537,0.0035477929901556373
9,0.0,12.23756756756757,12.365054970224458,12.492542372881346,46.87063063063066,57.23535768819669,67.60008474576273,0.0,0.0,0.0
10,0.0,13.097789473684212,13.15740664160401,13.217023809523809,44.14526315789472,45.14965538847116,46.15404761904761,0.0,8.125588748407282e-05,0.0
11,0.0,13.99525547445255,13.965342969014344,13.935430463576138,44.585547445255486,45.121018755740344,45.6564900662252,0.0,0.0,0.0
12,0.0,15.712592592592605,16.53639433551199,17.360196078431375,41.872888888888895,40.963764705882355,40.05464052287581,0.0036407029616400553,0.001475091113763673,0.004051961144755909
13,4.0,22.39748743718592,24.298572485716257,26.19965753424659,41.90402010050253,41.994869639292354,42.08571917808218,0.03681050422241157,0.060174424111995764,0.07535668340071938
14,0.0,19.346526946107787,20.06255795158151,20.778588957055238,45.374071856287465,43.965900958818565,42.55773006134967,0.004105562809142799,0.005528846452592477,0.008087566152649347
15,0.0,17.045963855421682,17.358071213425127,17.67017857142857,52.09981927710842,52.100237019506594,52.10065476190477,0.0003075994120303008,0.00022060798388638992,0.0001487362766392884
16,0.0,16.730406504065044,16.91473813575346,17.099069767441872,52.349430894308924,52.52878521459634,52.70813953488376,0.0,0.0,0.0
17,0.0,15.364330708661415,15.550878589624823,15.737426470588233,53.133937007873996,53.38707879805464,53.64022058823528,0.0,0.0,0.0
18,0.0,14.191249999999998,14.860982142857143,15.530714285714287,53.10812499999999,52.1814732142857,51.25482142857142,0.0,8.331784714144143e-05,0.0002970511013169872
19,4.0,20.51850931677019,22.37055674171844,24.222604166666688,56.70173913043476,54.29177234299517,51.881805555555594,0.05309583094412635,0.0761032417468905,0.08459703999123472
20,4.0,22.180860215053755,23.057683628653628,23.9345070422535,57.77129032258065,58.79730009086778,59.823309859154904,0.04617559006525318,0.0751113228051024,0.07959111496839603
21,0.0,20.60240963855422,21.356796217126575,22.11118279569893,51.73975903614456,50.75568596968518,49.7716129032258,0.0032105558276977926,0.004574669497132131,0.006904408914630832
